id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	UKB_label	UKB_name	ng_anno_label	INTERVAL_label	UKB_name2	UKB_unit	UKB_class	UKB_subclass	UKB_subclass_unit	ng_anno_raw.label	ng_anno_class	ng_anno_subclass	ng_anno_label3	ng_anno_label.no.units	INTERVAL_doc_name	INTERVAL_abbr_to_use	INTERVAL_full_name	UKB_derived	ng_anno_derived
BMI	92Qb2h	XXL_VLDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.00131257867441293	0.110331701420808	0.990517116732137	xxlvldlfcpct	xxlvldlfcpct	XXL_VLDL_FC_pct	xxlvldlfcpct	NA	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	XXL-VLDL-FC_%	XXL-VLDL-FC_percent	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	yes	yes
BMI	92Qb2h	XXL_VLDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.112596686749559	0.0348937764328595	0.0012516476178881	xxlvldlfcpct	xxlvldlfcpct	XXL_VLDL_FC_pct	xxlvldlfcpct	NA	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	XXL-VLDL-FC_%	XXL-VLDL-FC_percent	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	yes	yes
BMI	92Qb2h	XXL_VLDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.114058701170255	0.0253248653459943	6.67419230839392e-06	xxlvldlfcpct	xxlvldlfcpct	XXL_VLDL_FC_pct	xxlvldlfcpct	NA	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	XXL-VLDL-FC_%	XXL-VLDL-FC_percent	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	yes	yes
BMI	92Qb2h	XXL_VLDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.115245225057161	0.115096228601465	0.317604786741949	xxlvldlfcpct	xxlvldlfcpct	XXL_VLDL_FC_pct	xxlvldlfcpct	NA	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	XXL-VLDL-FC_%	XXL-VLDL-FC_percent	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	yes	yes
BMI	9NHAfl	S_HDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.309907416839591	0.157068247922767	0.0495380564475581	shdlfcpct	shdlfcpct	S_HDL_FC_pct	shdlfcpct	shdlfc_	Free cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	S-HDL-FC_%	S-HDL-FC_percent	Free cholesterol to total lipids ratio in small HDL	yes	yes
BMI	9NHAfl	S_HDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.293401881449253	0.0356385163400552	1.83011543404203e-16	shdlfcpct	shdlfcpct	S_HDL_FC_pct	shdlfcpct	shdlfc_	Free cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	S-HDL-FC_%	S-HDL-FC_percent	Free cholesterol to total lipids ratio in small HDL	yes	yes
BMI	9NHAfl	S_HDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.356392747983002	0.0359668530002341	3.80731095029176e-23	shdlfcpct	shdlfcpct	S_HDL_FC_pct	shdlfcpct	shdlfc_	Free cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	S-HDL-FC_%	S-HDL-FC_percent	Free cholesterol to total lipids ratio in small HDL	yes	yes
BMI	9NHAfl	S_HDL_FC_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.266384118290643	0.126028647557821	0.0354843579849861	shdlfcpct	shdlfcpct	S_HDL_FC_pct	shdlfcpct	shdlfc_	Free cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	S-HDL-FC_%	S-HDL-FC_percent	Free cholesterol to total lipids ratio in small HDL	yes	yes
BMI	9V2Lmi	Val_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.276303136624531	0.115373192740739	0.017329396075971	val	val	Val	val	val	Valine	mmol/l	Amino acids	Branched-chain amino acids		Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	Val	Val	Valine	no	no
BMI	9V2Lmi	Val_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.257462128802242	0.0341509873693959	4.73819221663797e-14	val	val	Val	val	val	Valine	mmol/l	Amino acids	Branched-chain amino acids		Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	Val	Val	Valine	no	no
BMI	9V2Lmi	Val_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	0.239663054032251	0.0264225646653885	1.18588156615571e-19	val	val	Val	val	val	Valine	mmol/l	Amino acids	Branched-chain amino acids		Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	Val	Val	Valine	no	no
BMI	9V2Lmi	Val_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.31298061293032	0.113291269992344	0.0061385766109156	val	val	Val	val	val	Valine	mmol/l	Amino acids	Branched-chain amino acids		Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	Val	Val	Valine	no	no
BMI	a1onaA	PUFA_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.256349049038701	0.139349874052551	0.0669572102737207	pufa	pufa	PUFA	pufa	pufa	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	PUFA	PUFA	Polyunsaturated fatty acids	no	no
BMI	a1onaA	PUFA_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.115272438892588	0.0343672890747082	0.000796142492583682	pufa	pufa	PUFA	pufa	pufa	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	PUFA	PUFA	Polyunsaturated fatty acids	no	no
BMI	a1onaA	PUFA_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.127269947090327	0.0319637114181129	6.84237738809418e-05	pufa	pufa	PUFA	pufa	pufa	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	PUFA	PUFA	Polyunsaturated fatty acids	no	no
BMI	a1onaA	PUFA_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.135809780542126	0.115858693537261	0.242176727566196	pufa	pufa	PUFA	pufa	pufa	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	PUFA	PUFA	Polyunsaturated fatty acids	no	no
BMI	a2anki	Acetate_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.0488733446923078	0.102965689753441	0.635427143395839	acetate	acetate	Acetate	ace	ace	Acetate	mmol/l	Ketone bodies	Ketone bodies		NA	NA	NA	NA	NA	NA	NA	NA	no	NA
BMI	a2anki	Acetate_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.129705092913195	0.0324271786249254	6.33723836474734e-05	acetate	acetate	Acetate	ace	ace	Acetate	mmol/l	Ketone bodies	Ketone bodies		NA	NA	NA	NA	NA	NA	NA	NA	no	NA
BMI	a2anki	Acetate_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.116499525462995	0.0236983521416258	8.83603470581046e-07	acetate	acetate	Acetate	ace	ace	Acetate	mmol/l	Ketone bodies	Ketone bodies		NA	NA	NA	NA	NA	NA	NA	NA	no	NA
BMI	a2anki	Acetate_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.191875877842205	0.11959092452309	0.109818307620837	acetate	acetate	Acetate	ace	ace	Acetate	mmol/l	Ketone bodies	Ketone bodies		NA	NA	NA	NA	NA	NA	NA	NA	no	NA
BMI	Ak1oSs	IDL_TG_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.25059481699953	0.134406488276684	0.0633760490329938	idltg	idltg	IDL_TG	idltg	idltg	Triglycerides in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	IDL-TG	IDL-TG	Triglycerides in IDL	no	no
BMI	Ak1oSs	IDL_TG_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.128987975724765	0.0347208675083874	0.000203204783844117	idltg	idltg	IDL_TG	idltg	idltg	Triglycerides in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	IDL-TG	IDL-TG	Triglycerides in IDL	no	no
BMI	Ak1oSs	IDL_TG_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	0.124431474165989	0.0308281830046761	5.43031817778419e-05	idltg	idltg	IDL_TG	idltg	idltg	Triglycerides in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	IDL-TG	IDL-TG	Triglycerides in IDL	no	no
BMI	Ak1oSs	IDL_TG_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.2484416519691	0.11479645102578	0.0313497323077302	idltg	idltg	IDL_TG	idltg	idltg	Triglycerides in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	IDL-TG	IDL-TG	Triglycerides in IDL	no	no
BMI	AN0OwH	L_LDL_PL_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.37577192532314	0.18055947820289	0.0383911204323054	lldlpl	lldlpl	L_LDL_PL	lldlpl	lldlpl	Phospholipids in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	L-LDL-PL	L-LDL-PL	Phospholipids in large LDL	no	no
BMI	AN0OwH	L_LDL_PL_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.0742163313606582	0.0342926201658921	0.0304484601564628	lldlpl	lldlpl	L_LDL_PL	lldlpl	lldlpl	Phospholipids in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	L-LDL-PL	L-LDL-PL	Phospholipids in large LDL	no	no
BMI	AN0OwH	L_LDL_PL_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.128092180941957	0.0415010207303028	0.00202539757973837	lldlpl	lldlpl	L_LDL_PL	lldlpl	lldlpl	Phospholipids in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	L-LDL-PL	L-LDL-PL	Phospholipids in large LDL	no	no
BMI	AN0OwH	L_LDL_PL_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.00713221120945207	0.127564472723143	0.955455446198653	lldlpl	lldlpl	L_LDL_PL	lldlpl	lldlpl	Phospholipids in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	L-LDL-PL	L-LDL-PL	Phospholipids in large LDL	no	no
BMI	apSGK0	S_VLDL_FC_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.129131266784747	0.165454650861801	0.435822823077536	svldlfc	svldlfc	S_VLDL_FC	svldlfc	svldlfc	Free cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	S-VLDL-FC	S-VLDL-FC	Free cholesterol in small VLDL	no	no
BMI	apSGK0	S_VLDL_FC_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.0057140572818025	0.0359583530222942	0.873741635533909	svldlfc	svldlfc	S_VLDL_FC	svldlfc	svldlfc	Free cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	S-VLDL-FC	S-VLDL-FC	Free cholesterol in small VLDL	no	no
BMI	apSGK0	S_VLDL_FC_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.0197872737123474	0.0379185744698693	0.601784586514293	svldlfc	svldlfc	S_VLDL_FC	svldlfc	svldlfc	Free cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	S-VLDL-FC	S-VLDL-FC	Free cholesterol in small VLDL	no	no
BMI	apSGK0	S_VLDL_FC_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.00724994963422176	0.115706445998354	0.950086331568407	svldlfc	svldlfc	S_VLDL_FC	svldlfc	svldlfc	Free cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	S-VLDL-FC	S-VLDL-FC	Free cholesterol in small VLDL	no	no
BMI	Aqz7PS	TG_by_PG_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.307762501691644	0.14835541813911	0.0390098531001199	tgbypg	tgbypg	TG_by_PG	tgpg	tgbypg	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	TG/PG	TGbyPG	Ratio of triglycerides to phosphoglycerides	no	yes
BMI	Aqz7PS	TG_by_PG_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.259560628599656	0.0360797630763663	6.28842560780084e-13	tgbypg	tgbypg	TG_by_PG	tgpg	tgbypg	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	TG/PG	TGbyPG	Ratio of triglycerides to phosphoglycerides	no	yes
BMI	Aqz7PS	TG_by_PG_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	0.274496461965355	0.0339707568481889	6.45677927622561e-16	tgbypg	tgbypg	TG_by_PG	tgpg	tgbypg	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	TG/PG	TGbyPG	Ratio of triglycerides to phosphoglycerides	no	yes
BMI	Aqz7PS	TG_by_PG_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.10959788725447	0.12223637335274	0.370749061169506	tgbypg	tgbypg	TG_by_PG	tgpg	tgbypg	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	TG/PG	TGbyPG	Ratio of triglycerides to phosphoglycerides	no	yes
BMI	as79QE	Leu_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.21112475389764	0.111492105852387	0.0593758376509251	leu	leu	Leu	leu	leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	Leu	Leu	Leucine	no	no
BMI	as79QE	Leu_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.199108638965037	0.034277262842548	6.2934539019321e-09	leu	leu	Leu	leu	leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	Leu	Leu	Leucine	no	no
BMI	as79QE	Leu_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	0.229953052991863	0.0255302705973214	2.1162603054503e-19	leu	leu	Leu	leu	leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	Leu	Leu	Leucine	no	no
BMI	as79QE	Leu_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.0329238445937579	0.113827684534042	0.772623411106396	leu	leu	Leu	leu	leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	Leu	Leu	Leucine	no	no
BMI	aVN4VD	IDL_L_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.374798356769775	0.171029994756226	0.0293021098086984	idll	idll	IDL_L	idll	idll	Total lipids in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	IDL-L	IDL-L	Total lipids in IDL	no	no
BMI	aVN4VD	IDL_L_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.152170024647653	0.0346675517226837	1.1365971340736e-05	idll	idll	IDL_L	idll	idll	Total lipids in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	IDL-L	IDL-L	Total lipids in IDL	no	no
BMI	aVN4VD	IDL_L_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.181465855885612	0.0392627856314968	3.80372683849081e-06	idll	idll	IDL_L	idll	idll	Total lipids in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	IDL-L	IDL-L	Total lipids in IDL	no	no
BMI	aVN4VD	IDL_L_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	-0.0744191711472073	0.123465908099749	0.547193877101283	idll	idll	IDL_L	idll	idll	Total lipids in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	IDL-L	IDL-L	Total lipids in IDL	no	no
BMI	AyXfyu	L_LDL_C_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.39492019213816	0.182446006107562	0.0313226465891718	lldlc	lldlc	L_LDL_C	lldlc	lldlc	Cholesterol in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	L-LDL-C	L-LDL-C	Total cholesterol in large LDL	no	no
BMI	AyXfyu	L_LDL_C_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	-0.111845830739645	0.0353112771980019	0.00153795246386079	lldlc	lldlc	L_LDL_C	lldlc	lldlc	Cholesterol in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	L-LDL-C	L-LDL-C	Total cholesterol in large LDL	no	no
BMI	AyXfyu	L_LDL_C_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.170405415794282	0.0419043685020987	4.77181292243876e-05	lldlc	lldlc	L_LDL_C	lldlc	lldlc	Cholesterol in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	L-LDL-C	L-LDL-C	Total cholesterol in large LDL	no	no
BMI	AyXfyu	L_LDL_C_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.000254185135665885	0.126617935508752	0.998399772003665	lldlc	lldlc	L_LDL_C	lldlc	lldlc	Cholesterol in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	L-LDL-C	L-LDL-C	Total cholesterol in large LDL	no	no
BMI	b0Nbde	M_LDL_CE_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	-0.238795279437555	0.170401624629709	0.162287675184966	mldlce	mldlce	M_LDL_CE	mldlce	mldlce	Cholesteryl esters in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	M-LDL-CE	M-LDL-CE	Cholesterol esters in medium LDL	no	no
BMI	b0Nbde	M_LDL_CE_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.0289835120011522	0.0350635508310192	0.408464126478104	mldlce	mldlce	M_LDL_CE	mldlce	mldlce	Cholesteryl esters in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	M-LDL-CE	M-LDL-CE	Cholesterol esters in medium LDL	no	no
BMI	b0Nbde	M_LDL_CE_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	-0.0155657408601654	0.0391530709330928	0.690953684768967	mldlce	mldlce	M_LDL_CE	mldlce	mldlce	Cholesteryl esters in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	M-LDL-CE	M-LDL-CE	Cholesterol esters in medium LDL	no	no
BMI	b0Nbde	M_LDL_CE_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted mode	264	0.0711891999234986	0.131202379600754	0.587871081232038	mldlce	mldlce	M_LDL_CE	mldlce	mldlce	Cholesteryl esters in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	M-LDL-CE	M-LDL-CE	Cholesterol esters in medium LDL	no	no
BMI	b6pKYv	S_LDL_TG_pct_int_imputed.txt_adiposity_instruments.txt	BMI	MR Egger	264	0.429187372589924	0.157185258615657	0.00675381633851777	sldltgpct	sldltgpct	S_LDL_TG_pct	sldltgpct	sldltg_	Triglycerides to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	S-LDL-TG_%	S-LDL-TG_percent	Triglycerides to total lipids ratio in small LDL	yes	yes
BMI	b6pKYv	S_LDL_TG_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Weighted median	264	0.22294198288665	0.0346833879274105	1.29363259027708e-10	sldltgpct	sldltgpct	S_LDL_TG_pct	sldltgpct	sldltg_	Triglycerides to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	S-LDL-TG_%	S-LDL-TG_percent	Triglycerides to total lipids ratio in small LDL	yes	yes
BMI	b6pKYv	S_LDL_TG_pct_int_imputed.txt_adiposity_instruments.txt	BMI	Inverse variance weighted (multiplicative random effects)	264	0.22791903623531	0.0361090942193447	2.75529472076851e-10	sldltgpct	sldltgpct	S_LDL_TG_pct	sldltgpct	sldltg_	Triglycerides to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		Triglycerides in small LDL to total lipids in small LDL ratio (%)	Lipoprotein subclasses ratios	Small LDL ratios	Triglycerides to total lipid ratio (%)	Ratio	S-LDL-TG_%	S-LDL-TG_percent	Triglycerides to total lipids ratio in small LDL	yes	yes
